digit,index,true,pred,misclassified,perturb_norm_l2
0,0,0,0,False,0.0
0,1,0,0,False,0.0
0,2,0,0,False,0.0
0,3,0,0,False,0.0
0,4,0,0,False,0.0
0,5,0,0,False,0.0
0,6,0,0,False,0.0
0,7,0,0,False,0.0
0,8,0,0,False,0.0
0,9,0,0,False,0.0
0,10,0,0,False,0.0
0,11,0,0,False,0.0
0,12,0,0,False,0.0
0,13,0,0,False,0.0
0,14,0,0,False,0.0
0,15,0,0,False,0.0
0,16,0,0,False,0.0
0,17,0,0,False,0.0
0,18,0,0,False,0.0
0,19,0,0,False,0.0
0,20,0,0,False,0.0
0,21,0,0,False,0.0
0,22,0,5,True,1315.3465576171875
0,23,0,0,False,0.0
0,24,0,0,False,0.0
0,25,0,0,False,0.0
0,26,0,0,False,0.0
0,27,0,0,False,1312.5364990234375
0,28,0,0,False,0.0
0,29,0,5,True,1358.1148681640625
0,30,0,9,True,1343.779541015625
0,31,0,0,False,0.0
0,32,0,0,False,0.0
0,33,0,0,False,1298.1192626953125
0,34,0,0,False,0.0
0,35,0,0,False,0.0
0,36,0,6,True,1335.582763671875
0,37,0,0,False,0.0
0,38,0,0,False,0.0
0,39,0,0,False,1330.7657470703125
0,40,0,0,False,0.0
0,41,0,9,True,1317.0909423828125
0,42,0,6,True,1308.6270751953125
0,43,0,2,True,1309.053955078125
0,44,0,0,False,0.0
0,45,0,0,False,0.0
0,46,0,0,False,0.0
0,47,0,0,False,0.0
0,48,0,0,False,0.0
0,49,0,0,False,0.0
1,50,1,1,False,0.0
1,51,1,1,False,0.0
1,52,1,1,False,0.0
1,53,1,1,False,0.0
1,54,1,1,False,0.0
1,55,1,1,False,1341.2314453125
1,56,1,1,False,0.0
1,57,1,1,False,0.0
1,58,1,1,False,0.0
1,59,1,1,False,0.0
1,60,1,1,False,0.0
1,61,1,1,False,0.0
1,62,1,1,False,0.0
1,63,1,1,False,0.0
1,64,1,1,False,0.0
1,65,1,1,False,0.0
1,66,1,1,False,0.0
1,67,1,1,False,0.0
1,68,1,1,False,0.0
1,69,1,1,False,0.0
1,70,1,1,False,0.0
1,71,1,1,False,0.0
1,72,1,1,False,1274.41943359375
1,73,1,1,False,0.0
1,74,1,1,False,0.0
1,75,1,1,False,0.0
1,76,1,1,False,0.0
1,77,1,1,False,0.0
1,78,1,1,False,0.0
1,79,1,1,False,0.0
1,80,1,1,False,0.0
1,81,1,1,False,0.0
1,82,1,1,False,0.0
1,83,1,1,False,0.0
1,84,1,1,False,0.0
1,85,1,1,False,0.0
1,86,1,8,True,1324.980712890625
1,87,1,1,False,0.0
1,88,1,1,False,0.0
1,89,1,1,False,0.0
1,90,1,1,False,0.0
1,91,1,1,False,0.0
1,92,1,1,False,0.0
1,93,1,1,False,0.0
1,94,1,1,False,0.0
1,95,1,1,False,0.0
1,96,1,1,False,0.0
1,97,1,1,False,0.0
1,98,1,1,False,0.0
1,99,1,1,False,0.0
2,100,2,2,False,0.0
2,101,2,2,False,0.0
2,102,2,2,False,0.0
2,103,2,2,False,0.0
2,104,2,1,True,1299.492919921875
2,105,2,2,False,0.0
2,106,2,2,False,0.0
2,107,2,2,False,0.0
2,108,2,2,False,0.0
2,109,2,2,False,0.0
2,110,2,2,False,0.0
2,111,2,2,False,0.0
2,112,2,2,False,0.0
2,113,2,2,False,0.0
2,114,2,2,False,0.0
2,115,2,2,False,0.0
2,116,2,2,False,0.0
2,117,2,7,True,1341.1220703125
2,118,2,3,True,1319.4080810546875
2,119,2,2,False,1331.0946044921875
2,120,2,1,True,1306.3272705078125
2,121,2,3,True,1309.2109375
2,122,2,2,False,0.0
2,123,2,2,False,0.0
2,124,2,1,True,1331.39111328125
2,125,2,2,False,0.0
2,126,2,2,False,0.0
2,127,2,2,False,0.0
2,128,2,2,False,0.0
2,129,2,2,False,0.0
2,130,2,1,True,1345.481689453125
2,131,2,2,False,0.0
2,132,2,2,False,0.0
2,133,2,2,False,0.0
2,134,2,2,False,0.0
2,135,2,2,False,0.0
2,136,2,2,False,0.0
2,137,2,2,False,0.0
2,138,2,2,False,0.0
2,139,2,2,False,1312.0098876953125
2,140,2,2,False,0.0
2,141,2,3,True,1347.836181640625
2,142,2,2,False,0.0
2,143,2,2,False,0.0
2,144,2,2,False,0.0
2,145,2,2,False,0.0
2,146,2,2,False,0.0
2,147,2,2,False,0.0
2,148,2,2,False,0.0
2,149,2,2,False,0.0
3,150,3,3,False,0.0
3,151,3,3,False,0.0
3,152,3,3,False,0.0
3,153,3,3,False,0.0
3,154,3,9,True,1349.41064453125
3,155,3,3,False,0.0
3,156,3,3,False,0.0
3,157,3,3,False,0.0
3,158,3,3,False,0.0
3,159,3,3,False,0.0
3,160,3,3,False,1330.695068359375
3,161,3,3,False,0.0
3,162,3,2,True,1342.399169921875
3,163,3,3,False,0.0
3,164,3,3,False,0.0
3,165,3,3,False,0.0
3,166,3,3,False,0.0
3,167,3,3,False,1312.30859375
3,168,3,3,False,0.0
3,169,3,3,False,0.0
3,170,3,3,False,0.0
3,171,3,3,False,0.0
3,172,3,3,False,0.0
3,173,3,3,False,0.0
3,174,3,3,False,0.0
3,175,3,3,False,0.0
3,176,3,3,False,0.0
3,177,3,3,False,0.0
3,178,3,3,False,0.0
3,179,3,3,False,0.0
3,180,3,3,False,0.0
3,181,3,3,False,0.0
3,182,3,3,False,1317.8377685546875
3,183,3,3,False,0.0
3,184,3,3,False,0.0
3,185,3,3,False,0.0
3,186,3,3,False,0.0
3,187,3,3,False,0.0
3,188,3,3,False,0.0
3,189,3,3,False,0.0
3,190,3,3,False,0.0
3,191,3,3,False,0.0
3,192,3,3,False,0.0
3,193,3,3,False,0.0
3,194,3,3,False,0.0
3,195,3,3,False,0.0
3,196,3,3,False,0.0
3,197,3,3,False,0.0
3,198,3,3,False,0.0
3,199,3,3,False,0.0
4,200,4,4,False,0.0
4,201,4,4,False,0.0
4,202,4,4,False,0.0
4,203,4,4,False,0.0
