digit,index,true,pred,misclassified,perturb_norm_l2
0,0,0,8,True,1109.466064453125
0,1,0,0,False,0.0
0,2,0,8,True,1110.9891357421875
0,3,0,0,False,0.0
0,4,0,0,False,0.0
0,5,0,0,False,0.0
0,6,0,6,True,1134.4583740234375
0,7,0,0,False,0.0
0,8,0,0,False,0.0
0,9,0,0,False,0.0
0,10,0,0,False,0.0
0,11,0,0,False,0.0
0,12,0,0,False,0.0
0,13,0,0,False,0.0
0,14,0,0,False,0.0
0,15,0,0,False,0.0
0,16,0,0,False,0.0
0,17,0,0,False,0.0
0,18,0,8,True,1121.177001953125
0,19,0,0,False,1130.64013671875
0,20,0,0,False,0.0
0,21,0,0,False,0.0
0,22,0,5,True,1193.1890869140625
0,23,0,6,True,1156.088134765625
0,24,0,0,False,0.0
0,25,0,0,False,0.0
0,26,0,0,False,0.0
0,27,0,8,True,1087.771240234375
0,28,0,0,False,0.0
0,29,0,5,True,1134.8568115234375
0,30,0,9,True,1136.5860595703125
0,31,0,0,False,0.0
0,32,0,0,False,0.0
0,33,0,8,True,1158.028564453125
0,34,0,0,False,0.0
0,35,0,0,False,0.0
0,36,0,6,True,1128.560546875
0,37,0,0,False,0.0
0,38,0,0,False,0.0
0,39,0,9,True,1190.9595947265625
0,40,0,0,False,0.0
0,41,0,9,True,1133.130126953125
0,42,0,6,True,1166.797119140625
0,43,0,2,True,1108.882568359375
0,44,0,0,False,0.0
0,45,0,0,False,0.0
0,46,0,0,False,0.0
0,47,0,0,False,0.0
0,48,0,0,False,0.0
0,49,0,0,False,0.0
1,50,1,1,False,0.0
1,51,1,1,False,0.0
1,52,1,1,False,0.0
1,53,1,1,False,0.0
1,54,1,1,False,1124.7994384765625
1,55,1,7,True,1139.06298828125
1,56,1,1,False,0.0
1,57,1,1,False,0.0
1,58,1,1,False,0.0
1,59,1,1,False,0.0
1,60,1,1,False,0.0
1,61,1,1,False,0.0
1,62,1,1,False,0.0
1,63,1,1,False,0.0
1,64,1,1,False,0.0
1,65,1,4,True,1115.8504638671875
1,66,1,1,False,0.0
1,67,1,1,False,0.0
1,68,1,1,False,0.0
1,69,1,1,False,0.0
1,70,1,1,False,0.0
1,71,1,1,False,0.0
1,72,1,1,False,0.0
1,73,1,1,False,0.0
1,74,1,1,False,989.9172973632812
1,75,1,1,False,0.0
1,76,1,1,False,0.0
1,77,1,1,False,1030.474365234375
1,78,1,1,False,0.0
1,79,1,1,False,0.0
1,80,1,1,False,0.0
1,81,1,1,False,1078.3707275390625
1,82,1,1,False,0.0
1,83,1,1,False,0.0
1,84,1,1,False,0.0
1,85,1,1,False,0.0
1,86,1,8,True,1150.4095458984375
1,87,1,1,False,0.0
1,88,1,1,False,0.0
1,89,1,1,False,0.0
1,90,1,1,False,0.0
1,91,1,1,False,0.0
1,92,1,1,False,0.0
1,93,1,1,False,0.0
1,94,1,1,False,0.0
1,95,1,1,False,0.0
1,96,1,1,False,0.0
1,97,1,1,False,0.0
1,98,1,1,False,0.0
1,99,1,1,False,0.0
2,100,2,2,False,0.0
2,101,2,2,False,0.0
2,102,2,2,False,0.0
2,103,2,2,False,0.0
2,104,2,1,True,1157.96923828125
2,105,2,2,False,0.0
2,106,2,8,True,1149.38330078125
2,107,2,7,True,1160.0003662109375
2,108,2,2,False,0.0
2,109,2,2,False,0.0
2,110,2,2,False,0.0
2,111,2,2,False,0.0
2,112,2,2,False,0.0
2,113,2,2,False,0.0
2,114,2,2,False,0.0
2,115,2,2,False,0.0
2,116,2,2,False,0.0
2,117,2,7,True,1141.048095703125
2,118,2,3,True,1166.8245849609375
2,119,2,8,True,1176.4903564453125
2,120,2,3,True,1159.967529296875
2,121,2,3,True,1123.146484375
2,122,2,2,False,0.0
2,123,2,2,False,0.0
2,124,2,1,True,1099.95703125
2,125,2,2,False,0.0
2,126,2,2,False,0.0
2,127,2,2,False,0.0
2,128,2,2,False,0.0
2,129,2,1,True,1141.2540283203125
2,130,2,1,True,1154.8656005859375
2,131,2,2,False,0.0
2,132,2,2,False,0.0
2,133,2,2,False,0.0
2,134,2,2,False,0.0
2,135,2,7,True,1166.68896484375
2,136,2,2,False,0.0
2,137,2,2,False,0.0
2,138,2,2,False,0.0
2,139,2,8,True,1157.0533447265625
2,140,2,2,False,0.0
2,141,2,3,True,1129.7984619140625
2,142,2,2,False,0.0
2,143,2,2,False,0.0
2,144,2,2,False,0.0
2,145,2,3,True,1149.30224609375
2,146,2,2,False,0.0
2,147,2,2,False,0.0
2,148,2,2,False,0.0
2,149,2,2,False,0.0
3,150,3,3,False,0.0
3,151,3,3,False,0.0
3,152,3,3,False,0.0
3,153,3,3,False,0.0
3,154,3,9,True,1170.4862060546875
3,155,3,3,False,0.0
3,156,3,3,False,0.0
3,157,3,3,False,0.0
3,158,3,3,False,0.0
3,159,3,5,True,1127.94482421875
3,160,3,9,True,1130.495361328125
3,161,3,3,False,0.0
3,162,3,6,True,1142.8890380859375
3,163,3,3,False,0.0
3,164,3,3,False,0.0
3,165,3,3,False,0.0
3,166,3,3,False,0.0
3,167,3,5,True,1179.298095703125
3,168,3,8,True,1172.900634765625
